raw_specialty,processed_specialties,is_junk,specialty_count
PHYSICIAN ASSISTANT - PCP,,True,0
MEDICAL,medicineical,False,1
Physician Assistant-PCP,,True,0
PRIVATE VEHICLE,private vehicle,False,1
SO,,True,0
APPLIED BEHAVIOR ANALYSTS,,True,0
RECREATION THERAPIST,recreation therapist,False,1
SPECIALIST (NON-CLINICIAN),specialist non-clinician,False,1
Surgery - Colon and Rectal,surgeryery - colon rectal,False,1
HEMATOLOGY - 207RH0000X,hematology - 207rh0000x,False,1
HEMATOLOGY & ONCOLOGY,hematology oncology,False,1
FREE STANDING (END STAGE RENAL DISEASE),,True,0
PROFESSIONAL COUNSELOR,,True,0
CLINICAL MEDICAL LABORATORY,clinical medicineical laboratory,False,1
INDIVIDUAL ORTHOTIST/PROSTHETIST,individual orthotist prosthetist,False,1
HEALTH SERVICE PSYCHOLOGIST,health psychologist,False,1
Public Health/Preventive,public health preventive,False,1
SS,,True,0
DENTURIST,denturist,False,1
NURSE PRACTITIONER-PCP,nurse practitioner-pcp,False,1
CRITICAL ACCESS HOSPITAL CLINIC,critical access,False,1
THERAPEUTIC,therapeutic,False,1
THERAPEUTIC PHARMACEUTICAL AGENTS,therapeutic pharmaceutical agents,False,1
Chiropractic Medicine,chiropractic medicineicine,False,1
RADIOLOGY DOCTOR-HOSPITAL,,True,0
HOSPITAL AFFILIATED CLINIC,affiliated,False,1
PHYSICAL THERAPY CLINIC,physical therapy,False,1
ADULT FOSTER CARE,adult foster care,False,1
VASCULAR SURGERY,vascular surgeryery,False,1
ORTHOTICS/PROSTHETICS FITTER,orthotics prosthetics fitter,False,1
SCHOOL COUNSELOR,school counselor,False,1
DEVELOPMENTAL REHABILITATION,developmental rehabilitation,False,1
Neuromusculoskeletal Medicine/Osteopathic Manipulative Medic,neuromusculoskeletal medicineicine osteopathic manipulative medicineic,False,1
NURSING CARE,nursing care,False,1
LICENSED PSYCHOLOGIST (PHD),licensed psychologist phd,False,1
Neuromuscular Med,neuromuscular medicine,False,1
MRI,,True,0
PEDIATRIC SUB-SPECIALIST,pediatric sub-specialist,False,1
NEUROLOGICAL SURGERY CRITICAL CARE MEDICINE,neurological surgeryery critical care medicineicine,False,1
TRANSPORTATION BROKER,transportation broker,False,1
ORTHOPAEDIC TRAUMA,orthopedicaedic trauma,False,1
AMBULANCE SERVICE,ambulance,False,1
Neonatal-Perinatal Med,,True,0
Psychology (PhD),psychology phd,False,1
PROSTHETIST,prosthetist,False,1
PEDIATRIC CHILD ABUSE,pediatric child abuse,False,1
Physical  Therapy & Rehab,physical therapy rehab,False,1
MIDWIFE,midwife,False,1
DENTAL CLINIC,dental,False,1
HOSPICE - INPATIENT,hospice - inpatient,False,1
HOSPICE- INPATIENT,hospice- inpatient,False,1
Colon/Rectal Surgery,colon rectal surgeryery,False,1
ADVANCED HEART FAILURE AND TRANSPLANT,advanced heart failure transplant,False,1
Therapy PT,therapy pt,False,1
Geriatric Nurse Practitioner,geriatric nurse practitioner,False,1
PEDIATRICIAN,pediatrician,False,1
NEUROCRITICAL CARE,neurocritical care,False,1
PSYCHOLOGIST,psychologist,False,1
Toxicology,toxicology,False,1
PSYCHOLOGIST - HEALTH SERVICE,psychologist - health,False,1
Endocrinology/Diabetes and Metabolism,endocrinology diabetes metabolism,False,1
CANCER TREATMENT CENTER,cancer treatment,False,1
RADIATION - 261QX0203X,radiation - 261qx0203x,False,1
PHARMACIST ONCOLOGY,pharmacist oncology,False,1
LICENSED MIDWIFE,licensed midwife,False,1
Pulmonary Doctor-Hospital,,True,0
HOSPITAL (WITH HOSPICE),with hospice,False,1
Transitional Living Center,,True,0
URGENT CARE CLINIC,urgent care,False,1
ADOLESCENT AND CHILDREN MENTAL HEALTH,,True,0
ANAPLASTOLOGIST,,True,0
CERTIFIED PSYCHOTHERAPIST WITH SAC,certified psychotherapist with sac,False,1
RURAL - 282NR1301X,rural - 282nr1301x,False,1
Neurodevelopmental Pediatrician,neurodevelopmental pediatrician,False,1
HOME HEALTH AGENCY,home health agency,False,1
CMA - TECHNICIAN,cma - technician,False,1
Speech Therapy,speech therapy,False,1
PLASTIC WITHIN THE HEAD AND NECK,plastic within the head neck,False,1
HEARING AND SPEECH,hearing speech,False,1
ART THERAPIST,art therapist,False,1
Social Worker (MSN),social worker msn,False,1
Adv. Practice Reg. Nurse,adv practice reg nurse,False,1
SURGICAL CRITICAL CARE,surgeryical critical care,False,1
COUNSELING PSYCHOLOGIST,counseling psychologist,False,1
GENETIC COUNSELOR,genetic counselor,False,1
Surgery - Hand,surgeryery - hand,False,1
Endocrinology & Metabolism,endocrinology metabolism,False,1
BARIATRIC MEDICINE - FAMILY MEDICINE,bariatric medicineicine - family medicineicine,False,1
Emergency Doctor-Hospital,,True,0
COMMUNITY BASED - 251G00000X,community based - 251g00000x,False,1
MEDICAL FOODS SUPLIER,medicineical foods suplier,False,1
HYPERTENSION SPECIALIST,hypertension specialist,False,1
Social Worker - Masters (MSW/ACSW),social worker - masters msw acsw,False,1
PSYCHIATRIC HOSPITAL,psychiatric,False,1
Legal Medicine,legal medicineicine,False,1
SINGLE SPECIALTY GROUP,single specialty group,False,1
AGENCY - HOSPICE CARE,agency - hospice care,False,1
NEURO-OPTHALMOLOGY,neurology-opthalmology,False,1
MENTAL HEALTH COUNSELOR,mental health counselor,False,1
Translation Services,translation services,False,1
HAND PHYSICAL THERAPIST,hand physical therapist,False,1
MARRIAGE AND FAMILY THERAPY,marriage family therapy,False,1
LICENSED PSYCHOTHERAPIST,licensed psychotherapist,False,1
ALCOHOL AND OTHER DRUG ABUSE COUNSELOR,,True,0
ANESTHESIOLOGIST ASSISTANT,anesthesiologist assistant,False,1
PSYCHOLOGIST - COUNSELING,psychologist - counseling,False,1
NUTRITION - EDUCATION,nutrition - education,False,1
ACUPUNCTURIST,acupuncturist,False,1
ORTHOTICS AND PROSTHETICS,orthotics prosthetics,False,1
AMBULANCE - LAND TRANSPORT,ambulance - land transport,False,1
OB/GYN Critical Care,obstetrics gynecology critical care,False,1
NEONATAL-PERINATAL MEDICINE,,True,0
INTERVENTIONAL,,True,0
EPILEPSY,epilepsy,False,1
RADIOLOGY DIAGNOSTIC NEUROIMAGING,radiology diagnostic neuroimaging,False,1
UROLOGICAL,urological,False,1
PEDIATRIC ADOLESCENT MEDICINE,pediatric adolescent medicineicine,False,1
Neuroophthalmology,neuroophthalmology,False,1
AMBULATORY FAMILY PLANNING CLINIC,ambulatory family planning,False,1
DIETETIC TECHNICIAN,dietetic technician,False,1
PSYCHOLOGISTS COUNSELING,psychologists counseling,False,1
TRANSPORTATION - AGENCY,transportation - agency,False,1
ADDICTION,addiction,False,1
PARAMEDIC,paramedicineic,False,1
TRANSPORTATION - COMMERCIAL,transportation - commercial,False,1
TRANSPORTATION - INDIVIDUAL,transportation - individual,False,1
Licensed Behavioral Analyst,,True,0
Maxillo-Facial Surgery,maxillo-facial surgeryery,False,1
Professional,,True,0
DIAGNOSTIC NEUROIMAGING,diagnostic neuroimaging,False,1
NEURODEVELOPMENTAL DISABILITIES,neurodevelopmental disabilities,False,1
MECHANOTHERAPIST,mechanotherapist,False,1
UNDERSEAS OCCUPATIONAL MEDICINE,,True,0
Behavioral Health Center,behavioral health,False,1
SPECIALIST,specialist,False,1
Hematology and Medical Oncology,hematology medicineical oncology,False,1
Midwifery,midwifery,False,1
OCCUPATIONAL THERAPY CLINIC,,True,0
UNKNOWN/NOT AVAILABLE,,True,0
PEER SPECIALIST,peer specialist,False,1
COUNSELOR - PROFESSIONAL,,True,0
PHYSICAL THERAPY ASSISTANT,physical therapy assistant,False,1
ADVANCED PRACTICE NURSE PRESCRIBER,advanced practice nurse prescriber,False,1
NAPRAPATH,,True,0
VASCULAR,vascular,False,1
COMMUNITY HEALTH WORKER,worker,False,1
AMBULANCE,ambulance,False,1
PHYSICIAN ASSISTANT,,True,0
PODIATRIC ASSISTANT,podiatric assistant,False,1
VOLUNTARY OR CHARITABLE AGENCY,voluntary or charitable agency,False,1
MENTAL HEALTH (INCLUDING COMM MENTAL HLTH CNTR) CLINIC/CNTR,mental health including comm mental hlth cntr cntr,False,1
ORTHOPEDIC ASSISTANT,orthopedicedic assistant,False,1
HOME INFUSION AGENCY,home infusion agency,False,1
NURSE REGISTRY,nurse registry,False,1
CRITICAL CARE MEDICINE,critical care medicineicine,False,1
GENETICS,genetics,False,1
Pediatric Critical Care,pediatric critical care,False,1
Certified Nurse Midwife,certified nurse midwife,False,1
Pulmonary Medicine,,True,0
SPEECH AND HEARING,speech hearing,False,1
Orthopedic Surgery of the Spine,orthopedicedic surgeryery of the spine,False,1
LICENSED PROFESSIONAL COUNSELOR (CCP),,True,0
AGENCY - HABILITATION - 251C00000X,agency - habilitation - 251c00000x,False,1
DIAGNOSTIC NEUROIMAGING - RADIOLOGY,diagnostic neuroimaging - radiology,False,1
FEMALE PELVIC MEDICINE AND RECONSTRUCTIVE,female pelvic medicineicine reconstructive,False,1
RECORD ADMINISTRATOR,record administrator,False,1
MARRIAGE/FAMILY THERAPY,marriage family therapy,False,1
BEHAVIOR TECHNICIAN,behavior technician,False,1
NURSING CARE PEDIATRIC,nursing care pediatric,False,1
Head and Neck Surgery,head neck surgeryery,False,1
COUNSELOR - SCHOOL,counselor - school,False,1
MIDWIFE - LAY (NON-NURSE),midwife - lay non-nurse,False,1
NURSING CARE AGENCY,nursing care agency,False,1
GYNECOLOGY (OSTEOPATHS ONLY),gynecology osteopaths only,False,1
Critical Care Surgery,critical care surgeryery,False,1
PEDIATRIC DEVELOPMENT &AMP; BEHAVIOR,pediatric development amp behavior,False,1
Cutaneous Micrographic Surgery & Oncology,cutaneous micrographic surgeryery oncology,False,1
NURSE PRACTITIONER - FAMILY,nurse practitioner - family,False,1
Pediatric Diagnostic Laboratory Immunology,pediatric diagnostic laboratory immunology,False,1
HOMEOPATH,homeopath,False,1
REHABILITATION PRACTITIONER,rehabilitation practitioner,False,1
WALK-IN CENTER,walk-in,False,1
Radiology-Diagnostic Ultrasound,radiology-diagnostic ultrasound,False,1
SINGLE - SPECIALTY GROUP,single - specialty group,False,1
PEDIATRIC - 133VN1004X,pediatric - 133vn1004x,False,1
WIC AGENCY,wic agency,False,1
AMBULANCE - AIR TRANSPORT,ambulance - air transport,False,1
DENTAL THERAPIST,dental therapist,False,1
HOME DELIVERED MEALS,home delivered meals,False,1
MENTAL HEALTH - COUNSELOR,mental health - counselor,False,1
CLINICAL AND LABORATORY IMMUNOLOGY,clinical laboratory immunology,False,1
ATHLETIC TRAINER,athletic trainer,False,1
CLINICAL & LABORATORY IMMUNOLOGY,clinical laboratory immunology,False,1
DIAGNOSTIC RADIOLOGY,diagnostic radiology,False,1
ORTHOPEDIC HAND SURGERY,orthopedicedic surgeryery hand,False,1
NURSE PRACTITIONER/NURSE MIDWIFE,nurse practitioner nurse midwife,False,1
Nurse (NP),nurse nurse practitioner,False,1
OB/GYN Nurse Practitioner,obstetrics gynecology nurse practitioner,False,1
HEMATOLOGY & MEDICAL ONCOLOGY,hematology medicineical oncology,False,1
CLINIC/CENTER,,True,0
ZV,,True,0
CLINICAL NEUROPHSIOLOGY,clinical neurophsiology,False,1
Orthotics & Prosthetics,orthotics prosthetics,False,1
ENDODONTICS,endodontics,False,1
CHILDREN HOSPITAL,,True,0
Other Specialty,other specialty,False,1
PULMONARY REHABILITATION,,True,0
PHARMACIST - ONCOLOGY,pharmacist - oncology,False,1
ENDOCRINOLOGY/DIABETES/METABOLISM,endocrinology diabetes metabolism,False,1
Diabetic Education Center,diabetic education,False,1
NATUROPATH,,True,0
RHEUMATOLOGY - 207RR0500X,rheumatology - 207rr0500x,False,1
Pediatric Pulmonary Medicine,,True,0
SURGERY - CRITICAL CARE,surgeryery - critical care,False,1
Board Cert Assistant Behavior Analysts,,True,0
AMBULANCE - AIR,ambulance - air,False,1
Neurophysiology,neurophysiology,False,1
DIABETES EDUCATOR,diabetes educator,False,1
RADIOLOGY,radiology,False,1
PEDIATRIC PHYSICAL THERAPIST,pediatric physical therapist,False,1
ADULT FAMILY CARE HOME,adult family care home,False,1
TERMED CODE: SURGERY,termedicine code surgeryery,False,1
CERTIFIED REGISTERED,certified registered,False,1
CHIROPRACTOR - SPORTS,chiropractor - sports,False,1
BARIATRIC MEDICINE (FAMILY MEDICINE),bariatric medicineicine family medicineicine,False,1
Surgical Oncologist,surgeryical oncologist,False,1
HAND SURGERY - SURGERY,surgeryery hand - surgeryery,False,1
MEDICAL SURGICAL NURSE,medicineical surgeryical nurse,False,1
PODIATRICS - RADIOLOGY,podiatrics - radiology,False,1
FAMILY NURSE PRACTITIONER,family nurse practitioner,False,1
PHLEBOLOGY,phlebology,False,1
INDIVIDUAL ORTHOTIST,individual orthotist,False,1
INTERMEDIATE CARE FACILITY- MENTALLY RETARDED,intermedicineiate care facility- mentally retarded,False,1
INTERMEDIATE CARE FACILITY - MENTALLY RETARDED,intermedicineiate care facility - mentally retarded,False,1
Nurse Practitioner,nurse practitioner,False,1
NURSE PRACTITIONER - PERINATAL,,True,0
ORTHOPEDIC PHYSICAL THERAPIST,orthopedicedic physical therapist,False,1
NEUROMUSCULOSKELETAL MEDICINE & OSTEOPATHIC MANIPULATIVE MED,neuromusculoskeletal medicineicine osteopathic manipulative medicine,False,1
ENDOCRINOLOGY - DIABETES & METABOLISM,endocrinology - diabetes metabolism,False,1
ENDOCRINOLOGY- DIABETES & METABOLISM,endocrinology- diabetes metabolism,False,1
NEPHROLOGY (PCP),nephrology pcp,False,1
MULTIPLE SPECIALTY GROUP,multiple specialty group,False,1
BEHAVIORAL ANALYST,,True,0
TRANSPLANT HEPATOLOGY,transplant hepatology,False,1
Pediatric Infectious Disease,pediatric infectious disease,False,1
CLINICAL NEUROPHYSIOLOGY,clinical neurophysiology,False,1
HOSPITAL BASED PHYSICIAN-ANESTHESIOLOGY,,True,0
DIETICIAN,dietician,False,1
LACTATION CONSULTANT,lactation consultant,False,1
PEDIATRIC - 364SX0204X,pediatric - 364sx0204x,False,1
NEUROPSYCHOLOGIST,neuropsychologist,False,1
CHILDREN - 282NC2000X,,True,0
OCCUPATIONAL THERAPIST - HAND,,True,0
AEROSPACE MEDICINE,aerospace medicineicine,False,1
Pediatric Nurse Practitioner,pediatric nurse practitioner,False,1
AMBULANCE-LAND,ambulance-land,False,1
Hyperbaric Medicine,hyperbaric medicineicine,False,1
INDEPENDENT LIVING ASSISTANCE/ADULT COMPANION,independent living assistance adult companion,False,1
AMBULANCE - LAND,ambulance - land,False,1
Home IV (Facility),home iv facility,False,1
Certified BCBA-Behav Analyst,,True,0
RURAL HEALTH CLINICS (RHC),clinics rhc,False,1
IN HOME SUPPORTIVE CARE AGENCY,in home supportive care agency,False,1
CLINICAL CYTOGENETICS,clinical cytogenetics,False,1
ORTHOTIST,orthotist,False,1
DENTAL LABORATORY,dental laboratory,False,1
NURSE PRACTITIONER - WOMENS HEALTH,nurse practitioner - womens health,False,1
Psychologist-Forensic,psychologist-forensic,False,1
PSYCHOLOGIST - FORENSIC,psychologist - forensic,False,1
GENETICS CLINIC,genetics,False,1
OCCUPATIONAL THERAPIST Ã¢â‚¬â€œ HAND,,True,0
ORTHOPAEDIC FOOT AND ANKLE,orthopedicaedic foot ankle,False,1
UNKNOWN SPECIALTY OTHER,,True,0
OB/GYN - NURSE PRACTITIONER,obstetrics gynecology - nurse practitioner,False,1
REHABILITATION,rehabilitation,False,1
FAMILY - NURSE PRACTITIONER,family - nurse practitioner,False,1
STATE OR LOCAL - 261QP0905X,state or local - 261qp0905x,False,1
PEDIATRIC,pediatric,False,1
HEMATOLOGY & ONCOLOGY - 207RH0003X,hematology oncology - 207rh0003x,False,1
CARDIOLOGY - ELECTROPHYSIOLOGY - 207RC0001X,cardiology - electrophysiology - 207rc0001x,False,1
ORTHOPAEDIC HAND SURGERY,orthopedicaedic surgeryery hand,False,1
Therapeutic Radiology,therapeutic radiology,False,1
Maternal and Fetal Medicine,,True,0
NURSE'S AIDE,nurse s aide,False,1
PHYSICIAN - 207SG0205X,,True,0
CERTIFIED PSYCHOTHERAPIST,certified psychotherapist,False,1
PEDIATRIC RADIOLOGY,pediatric radiology,False,1
ADULT PRIMARY CARE NURSE,adult primary care nurse,False,1
PUBLIC HEALTH OR WELFARE AGENCIES,public health or welfare agencies,False,1
Pain Management Centers,,True,0
ADULT MEDICINE,adult medicineicine,False,1
SURGERY OF THE HAND - SURGERY,surgeryery of the hand - surgeryery,False,1
Female Pelvic Medicine & Reconstructive Surgery,female pelvic medicineicine reconstructive surgeryery,False,1
RADIOLOGY PRACTITIONER ASSISTANT,radiology practitioner assistant,False,1
NURSE CLINICAL SPECIALIST,nurse clinical specialist,False,1
THORACIC AND CARDIOVASCULAR SURGERY,thoracic cardiovascular surgeryery,False,1
Orofacial Pain/TMJ,,True,0
ADULT NURSE PRACTITIONER,adult nurse practitioner,False,1
SPECIAL HOSPITAL,special,False,1
BIRTHING CENTER,birthing,False,1
HAND OCCUPATIONAL THERAPIST,,True,0
EARLY INTERVENTION PROVIDER AGENCY,early intervention provider agency,False,1
VOLUNTARY OR CHARITABLE,voluntary or charitable,False,1
WOMEN HEALTH CARE NURSE PRACTITIONER,women health care nurse practitioner,False,1
Certified Nurse/Midwife,certified nurse midwife,False,1
COMMUNITY BASED RESIDENTIAL TREATMENT - DEVELOPMENTAL DSBLTS,community based residential treatment - developmental dsblts,False,1
Surgery - Thoracic,surgeryery - thoracic,False,1
SCHOOL SOCIAL WORKER,school social worker,False,1
RESIDENTIAL TREATMENT,residential treatment,False,1
PHYSICAL THERAPIST - ORTHOPEDIC,physical therapist - orthopedicedic,False,1
HEARING AND SPEECH CLINIC,hearing speech,False,1
PUBLIC HEALTH - FEDERAL CLINIC,public health - federal,False,1
Home Health Aide,home health aide,False,1
Family Practice Geriatric Medicine,family practice geriatric medicineicine,False,1
PLASTIC/RECONSTRUCTIVE,plastic reconstructive,False,1
MIDWIFE - CERTIFIED NURSE,midwife - certified nurse,False,1
COMMUNITY HEALTH CENTER,,True,0
PHYSICAL MEDICINE AND REHAB,physical medicineicine rehab,False,1
PHARMACY SERVICES,pharmacy services,False,1
PHYSICIAN ASSISTANT SURGICAL,,True,0
Surgery - Pediatric,surgeryery - pediatric,False,1
HEALTH SERVICE CLINIC/CENTER,health,False,1
Gynecological Oncology,gynecological oncology,False,1
BARIATRIC MEDICINE - INTERNAL MEDICINE,,True,0
INFUSION THERAPY CLINIC/CENTER,infusion therapy,False,1
INFECTIOUS DISEASE - 207RI0200X,infectious disease - 207ri0200x,False,1
DIETITIAN- REGISTERED,dietitian- registered,False,1
ORTHOTIC FITTER,orthotic fitter,False,1
PSYCHOLOGIST - GROUP PSYCHOTHERAPY,psychologist - group psychotherapy,False,1
Immunology,immunology,False,1
LICENSED ALCOHOL & DRUG ABUSE COUNSELOR,,True,0
NUTRITIONIST,nutritionist,False,1
Pediatric Internal Med,,True,0
BEHAVIOR ANALYST,,True,0
CLINICAL ELECTROPHYSIOLOGY PHYSICAL THERAPIST,clinical electrophysiology physical therapist,False,1
NEUROTOLOGY,neurotology,False,1
NURSE ANESTHETIST,nurse anesthetist,False,1
RURAL HEALTH CENTER,,True,0
OPTOMETRIST,optometrist,False,1
SPECIALIZED MEDICAL VEHICLE,specialized medicineical vehicle,False,1
OROFACIAL PAIN,orofacial pain,False,1
RADIOLOGICAL PHYSICS,radiological physics,False,1
CLINICAL NURSE SPECIALIST - PSYCH,clinical nurse specialist - psychiatry,False,1
REHABILITATION COUNSELOR,rehabilitation counselor,False,1
Nurse (CNP),nurse cnp,False,1
Foot and Ankle Orthopedics,foot ankle orthopedicedics,False,1
TRANSPLANT SURGERY - 204F00000X,transplant surgeryery - 204f00000x,False,1
CERTIFIED GENETIC COUNSELOR,certified genetic counselor,False,1
Surgery Oncology,surgeryery oncology,False,1
NURSE PRACTITIONER - WOMEN'S HEALTH,nurse practitioner - women s health,False,1
NUCLEAR RADIOLOGY,nuclear radiology,False,1
PHYSICIAN ASSISTANT - SURGICAL,,True,0
SURGERY - 208600000X,surgeryery - 208600000x,False,1
Adult Congenital Heart Disease,adult congenital heart disease,False,1
COMPREHENSIVE OUTPATIENT REHAB FAC (CORF),comprehensive outpatient rehab fac corf,False,1
Customized Equipment,customized equipment,False,1
Geriatric Psychiatrists,geriatric psychiatrists,False,1
PHYSICAL THERAPIST - CLINICAL ELECTROPHYSIOLOGY,physical therapist - clinical electrophysiology,False,1
INPATIENT - 315D00000X,inpatient - 315d00000x,False,1
FEMALE PELVIC MEDICINE AND RECONSTRUCTIVE SURGERY,female pelvic medicineicine reconstructive surgeryery,False,1
RADIOLOGY CLINIC - MOBILE MAMMOGRAPHY,radiology - mobile mammography,False,1
CARDIOVASCULAR AND THORACIC SURGERY,cardiovascular thoracic surgeryery,False,1
Pediatric Allergy,pediatric allergy,False,1
NUCLEAR IMAGING & THERAPY,nuclear imaging therapy,False,1
Psychiatric Nurse,psychiatric nurse,False,1
DIETITIAN - PEDIATRIC,dietitian - pediatric,False,1
ADOLESCENT MEDICINE - PEDIATRICS,adolescent medicineicine - pediatrics,False,1
SPEECH THERAPY ASSISTANT,speech therapy assistant,False,1
PHARMACIST - AMBULATORY CARE,pharmacist - ambulatory care,False,1
PSYCHOLOGIST - PSYCHOTHERAPY,psychologist - psychotherapy,False,1
PEDIATRICS - ADOLESCENT MEDICINE,pediatrics - adolescent medicineicine,False,1
Pediatric Developmental Behavioral,pediatric developmental behavioral,False,1
GASTROENTEROLOGY - 207RG0100X,gastroenterology - 207rg0100x,False,1
